id,article_title,article_language,journal_title,jounral_abbreviation,article_jvolumn,article_jissue,author_list
148787,Cardiac atrophy in women following bed rest,eng,,,103,0,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,Patent abstractsnull,,Industrial Robot: An International Journal,,38,4,{NULL}
684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,eng,The Journal Of Rheumatology,J Rheumatol,28,4,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}"
447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,,,,0,0,{NULL}
585766,Thermoregulatory response of women to intermittent work in the heat,,Journal of applied physiology,J Appl Physiol,41,1,"{""B. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}"
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,,,,13,0,"{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}"
886237,"Effet d'une intervention non m̩dicamenteuse, Voix d'Or�, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparent̩e. [Effect of a non-pharmacological intervention, Voix d'Or�, on behavior disturbances in Alzheimer disease and associated disorders.]",,G̩riatrie et Psychologie Neuropsychiatrie du Vieillissement,,11,3,"{""G̩raldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,The Hierarchical Organization of Intellectual Structures,English,,,0,0,"{""Sheldon H. White""}"
922646,Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,eng,Anesthesiology (Hagerstown),,85,5,"{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}"
843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans. R. Soc. Trop. Med. Hyg.,106,2,"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}"
668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,eng,BMC public Health,,13,,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}"
863844,Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.,eng,International journal of clinical and experimental pathology,Int J Clin Exp Pathol,6,11,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
946006,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,eng,Int J Gynecol Cancer,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,21,2,"{""A. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}"
36429,[Neurological dysfunction induced by bilirrubin].,spa,"Neurologia (Barcelona, Spain)",Neurologia,27,4,"{""V Cus�_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I M��laga"",""A Garc�_a Cazorla""}"
259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,,,,14,0,"{""A. Erol"",""J. B. Celik"",""I. Kara"",""A. Topal"",""S. Guven""}"
977276,Data mining usage in health care management: literature survey and decision tree application,,Medicinski Glasnik,,5,1,"{""M. P. Bach"",""D. Cosic""}"
369578,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.,eng,Scientific Session and Scientiftc Poster Abstracts,,10,4,"{""D J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}"
772616,Antivitamin K drugs in stroke prevention,,Curr. Vasc. Pharmacol.,,11,6,"{""di Raimondo D."",""Pinto A."",""Lucifora B."",""Tuttolomondo A."",""Licata G."",""Butt�� C.""}"
334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,,Journal of the American Geriatrics Society,J.Am.Geriatr.Soc.,61,7,"{""Jamehl L. Demons"",""Jeff D. Williamson"",""Kathryn E. Callahan"",""James Lovato"",""Janice S. Lawlor"",""Hal H. Atkinson"",""Ann Lambros"",""Franklin S. Watkins"",""Kaycee M. Sink"",""Brooke R. Davis"",""Mary F. Lyles""}"
757463,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.,eng,Am. J. Trop. Med. Hyg.,,68,6,"{""Mayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}"
465176,A literature review on chronic pain: the daily overcoming of a complex problem.,,,,0,0,{NULL}
368072," Mobilisation with movement and exercise, corticosteroid injection, or wait and see for tennis elbow",," BMJ 2006, 333:939",,0,0,"{""Vicenzino B Bisset L, Beller E, Jull G, Brooks P, Darnell R""}"
812893,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract),,Annals of Internal Medicine,,143,1,"{""L. Schlessinger"",""D. M. Eddy"",""R. Kahn""}"
380945,Soleus Hoffmann-reflex modulation during walking in healthy elderly and young adults.,eng,The Journals of Gerontology: Series A: Biological Sciences and Medical Sciences,,55,12,"{""G R Chalmers"",""K M Knutzen""}"
513829,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.,eng,Skeletal Radiology,Skeletal Radiol,43,11,"{""Dominic S Carreira"",""Ross M Borzykowski"",""John Kozy"",""Steven D Needell""}"
862798,A pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in Spain (Structured abstract),,Pharmacoeconomics,,23,3,"{""P. Tarraga-Lopez"",""J. M. Ocana-Lopez"",""J. Miguel-Clave"",""J. Solera-Albero"",""M. Cerdan-Oliver"",""M. A. Lopez-Cara"",""A. Celada-Rodriguez""}"
316632,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,,,,35,2,"{""M. Goyal"",""S. Wiebe"",""M. D. Hill"",""F. M. Clement"",""J. H. Wong"",""M. A. Almekhlafi"",""D. Yavin""}"
38413,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,eng,,,17,0,"{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu"",""Q. Zhao"",""Y. Fan"",""Y. S. Liao""}"
595469,Carriage of methicillin-resistant Staphylococcus aureus by veterinarians in Australia,eng,,,89,5,"{""M. D. Barton"",""J. Simon"",""J. E. Axon"",""S. Moss"",""S. G. Morris"",""D. J. Trott"",""S. Fury"",""M. Maiwald"",""P. Giffard"",""D. Jordan"",""P. Southwell""}"
49698,"Multicenter, randomized, placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders",eng,,,137,0,"{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009.06.060 DP  - NLM ET  - 2009/07/15 Di Lorenzo"",""M. Saps"",""S. Nurko"",""P. Hyman"",""N. Youssef"",""A. Miranda"",""J. Cocjin""}"
900624,Terbutaline pump for the prevention of preterm birth (Structured abstract),,Health Technology Assessment Database,,0,4,"{""R. Daniel"",""M. T. Ansari"",""L. Weeks"",""S. Doucette"",""A. Tsertsvadze"",""B. Skidmore"",""K. Singh"",""L. Gaudet"",""M. Walker"",""S. Tsouros""}"
246528,Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors,eng,J Hand Surg Br,"Journal of hand surgery (Edinburgh, Scotland)",30,6,"{""A. Zyluk"",""P. Puchalski""}"
347144,Interatrial conduction measured during biventricular pacemaker implantation accurately predicts optimal paced atrioventricular intervals.,eng,Journal of cardiovascular electrophysiology,J. Cardiovasc. Electrophysiol.,18,3,"{""Abdi Rasekh"",""Jie Cheng"",""Ali Massumi"",""Michael R Ujhelyi"",""Vadim Levin"",""Mehdi Razavi"",""James A Coles"",""Margit Nemeth"",""Ilyas Colombowala""}"
957059,Clinical comparison of the effects of nimesulide and ibuprofen on fever in children. [Chinese],"Chinese     Chinese, English",Chinese Journal of New Drugs,,21,4,"{""W. T. Yu"",""S. Yang"",""Y. Tang"",""B. Wu"",""J. X. Zhou""}"
269313,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,,,,94,5,"{""Yong-Kyun Kim"",""Tae Yoong Jeong"",""Won Hyuk Chang"",""Sang Chul Lee"",""Jeong-Gyu Yoon"",""Dong Suk Kim""}"
267879,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,eng,Eur J Gen Pract,The European journal of general practice,20,1,"{""O. H. Simonsen"",""S. T. Skou"",""H. Thomsen""}"
224232,Studies with the maximal histamine test.,eng,Gut,Gut,6,4,"{""A M Mulekar"",""B J Vakiland""}"
62306,Mandibular second molar with C-shaped canal morphology and five canals: report of a case.,eng,General dentistry,Gen Dent,52,3,"{""Fred W Benenati""}"
182986,Assessing food safety system in sub-Saharan countries: An overview of key issues,,Food Control,,18,2,"{""K. Nguz""}"
663994,Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,eng,Neuropsychologia,Neuropsychologia,50,12,"{""Vincent J P Van Heuven"",""Niels O Schiller"",""Jurriaan Witteman""}"
520771,[Skeletal maturation in assessing underage asylum seekers].,dut,"Euthanasie en andere medische beslissingen rond het levenseinde, 1990-1995",,149,22,"{""R R van Rijn"",""S G F Robben""}"
754594,The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters,eng,,,27,6,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}"
817046,Acupuncture anesthesia used in rabbit abdominal operations,English,American Journal of Acupuncture,AM. J. ACUPUNCT.,4,2,"{""M.M.P. Yang"",""S.H. Kok"",""G.T.C. Lee""}"
736183,Posterior positional plagiocephaly treated with cranial remodeling orthosis.,eng,Swiss Med. Wkly,,137,25,"{""D Kalina"",""S de Ribaupierre"",""O Vernet"",""P -F Leyvraz"",""B Rilliet"",""B Cavin""}"
963532,Cardiac MRI in ischemic heart disease,,Circulation Journal,,73,9,"{""S. Kato"",""M. Ishida"",""H. Sakuma""}"
131820,"Twisting the night away: a review of the neurobiology, genetics, diagnosis, and treatment of shift work disorder.",eng,CNS spectrums,CNS Spectr,18,,"{""Debbi Ann Morrissette""}"
704093,[Evaluation of treatment outcomes in tuberculosis of knee and hip joints in 2005-2012].,cze,Paliativn�_ Schanzova osteotomie p��i nereponibiln�_ luxaci ky��eln�_ho kloubu u pacient�� s d��tskou mozkovou obrnou v adolescentn�_m v��u,,80,4,"{""D Chochol���"",""R Chaloupka"",""B Kala"",""J Gallo"",""M Netval""}"
912377,Assessing quality of life in patients after partial laryngectomy,English,Hippokratia,Hippokratia,18,2,"{""K. Mantsopoulos"",""C. Bohr"",""F. Hebel""}"
203935,Application of a stress and coping model to positive and negative adjustment outcomes in colorectal cancer caregiving,,Psycho-Oncology,,19,11,"{""Pakenham K.I."",""Fitzell A.""}"
68354,"Cyclin d1 gene expression in oral mucosa of tobacco chewers""-an immunohistochemical study.",eng,Journal of Clinical and Diagnostic Research,J.Clin.Diagn.Res.,8,5,"{""Maharudrappa Basnaker"",""Satish Bnvs"",""Srikala Sp""}"
259916,Single bolus parecoxib attenuates sore throat after laryngeal microsurgery: A randomized double-blind control study,,,,30,0,"{""K. Y. Tseng"",""H. F. Huang"",""K. I. Cheng"",""H. T. Hsu"",""P. Y. Chang"",""Y. C. Chen"",""I. C. Lu""}"
199407,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,,,,24,0,"{""Alan David Widgerow"",""Laurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait""}"
790756,Sporadic Duane's Retraction Syndrome Associated with Imperforate Anus: Case Report.,eng,Strabismus,Strabismus,3,3,"{""M Schmid"",""R Salati"",""P E Bianchi"",""A M Bezzina"",""C Barone""}"
592893,Prevalence and antibacterial susceptibility of mef(A)-positive macrolide-resistant streptococcus pneumoniae over 4 years (2000 to 2004) of the PROTEKT US study,,,,45,2,"{""S. G. Jenkins"",""T. M. File"",""D. J. Farrell""}"
232775,Yoga may help manage binge eating disorder,,Focus on Alternative and Complementary Therapies,,15,1,"{""S. McIver""}"
631610,Meta-analyses of experimental data in animal nutrition.,eng,Animal,,2,8,"{""N R St-Pierre"",""D Sauvant"",""P Schmidely"",""J J Daudin""}"
901298,"Castor oil, bath and/or enema for cervical priming and induction of labour",,Cochrane Database of Systematic Reviews,,0,7,"{""J. Kelly Anthony"",""Jane Thomas"",""Josephine Kavanagh""}"
456691,"The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past, Present, and Future.",,,,0,0,{NULL}
429995,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,eng,Diabet Med,Diabetic medicine : a journal of the British Diabetic Association,23,7,"{""A Philotheou"",""S R Heller"",""J Jendle"",""M-A Gall"",""K K��lendorf"",""G P Ross"",""G Perriello"",""I Pavlic-Renar""}"
709359,Remote presence proctoring by using a wireless remote-control videoconferencing system,eng,,,12,2,"{""C. D. Smith"",""J. E. Skandalakis""}"
690938,"Association of transforming growth factor-�_1���T869C, G915C, and C509T gene polymorphisms with rheumatoid arthritis risk.",eng,Journal of receptor and signal transduction research,J. Recept. Signal Transduct. Res.,34,6,"{""Tian-Biao Zhou"",""Si-Lian Fang"",""Hui-Liu Zhao"",""Gregor P C Drummen""}"
910604,Sinus arrhythmia and pupil size in Chiari I malformation: Evidence of autonomic dysfunction,English,Functional Neurology,,8,4,"{""P. Kruszewski"",""Dept of Neurology Trondheim University Hospital L.J. Stovner"",""Norway Trondheim"",""J. M. Shen"",""Trondheim Norway University Hospital"",""L. J. Stovner"",""Trondheim Dept. of Neurology"",""Address Correspondence"",""Addresses Author""}"
730191,"An observational study on the prevalence and pattern of opioid use in 25,479 patients with spine and radicular pain",English; ABSTRACT LANGUAGE:English,Spine,Spine,27,2,"{""Girault G"",""Rose RJ"",""Weinstein JN"",""Ball PA"",""Hanscom B"",""Fanciullo GJ""}"
42135,Selective loss of anterior pituitary volume with severe pituitary-gonadal insufficiency in poorly compliant male thalassemic patients with pubertal arrest.,eng,Annals of the New York Academy of Sciences,Ann. N. Y. Acad. Sci.,850,,"{""M Katz"",""R Chatterjee"",""A Oatridge"",""J B Porter"",""G M Bydder""}"
835178,Localized deficiencies of folic acid in aerodigestive tissues,eng,Ann N Y Acad Sci,Annals of the New York Academy of Sciences,669,0,"{""D. C. Heimburger""}"
335521,Overweight and obesity in young and middle age and early retirement: the ARIC study,,"Obesity (Silver Spring, Md.)",Obesity (Silver Spring),17,1,"{""Jianwen Cai"",""June Stevens"",""Denise K. Houston""}"
22708,Comparing modelling techniques for analysing urban pluvial flooding.,eng,Water science and technology : a journal of the International Association on Water Pollution Research,Water Sci. Technol.,69,2,"{""J van der Meulen"",""J Kluck"",""E van Dijk"",""J H M Straatman""}"
704111,Unique failure mechanism of a femoral component after revision total hip arthroplasty.,eng,Orthopedics,Orthopedics,36,10,"{""Robert T Trousdale"",""J Ryan Martin""}"
804762,The impact of bleeding complications in patients receiving novel oral anticoagulants: A systematic review and metaanalysis,English,Haematologica,,0,0,"{""T. Isayama"",""M. Crowther"",""C. Chai-Adisaksopha"",""W. Lim""}"
